CustomerID,CustomerName,Segment,Tier,FirstPurchaseDate,LastPurchaseDate,TotalPurchaseValue,NumberOfOrders,AvgOrderValue,PreferredChannel,Region,Country
C1895,Retail_Customer_1895,Retail,Bronze,2022-09-12,2024-10-07,2202.02,5,440.4,Corporate,Asia Pacific,Australia
C1896,SMB_Customer_1896,SMB,Bronze,2022-01-22,2023-01-12,1253.11,2,626.56,Online,Europe,UK
C1897,Retail_Customer_1897,Retail,Bronze,2022-05-03,2023-01-23,1141.26,2,570.63,Retail Store,Asia Pacific,China
C1898,Retail_Customer_1898,Retail,Bronze,2023-10-30,2024-10-09,3871.09,2,1935.54,Online,Asia Pacific,China
C1899,Retail_Customer_1899,Retail,Bronze,2023-05-20,2024-10-20,415.98,2,207.99,Corporate,Europe,Canada
C1900,Retail_Customer_1900,Retail,Silver,2023-01-29,2024-04-20,7327.56,4,1831.89,Retail Store,North America,USA
C1901,SMB_Customer_1901,SMB,Bronze,2022-12-17,2024-11-12,1208.27,4,302.07,Online,North America,China
C1902,Retail_Customer_1902,Retail,Bronze,2022-09-07,2024-10-04,3778.44,4,944.61,Online,Europe,Canada
C1903,Retail_Customer_1903,Retail,Bronze,2023-02-14,2023-02-14,493.98,1,493.98,Corporate,Asia Pacific,Australia
C1904,Enterprise_Customer_1904,Enterprise,Bronze,2022-04-16,2024-02-10,1020.74,2,510.37,Online,Asia Pacific,China
C1905,Enterprise_Customer_1905,Enterprise,Bronze,2022-09-13,2024-07-17,2962.38,6,493.73,Online,Asia Pacific,Australia
C1906,Retail_Customer_1906,Retail,Bronze,2023-07-29,2024-03-04,4122.36,4,1030.59,Distributor,Europe,Australia
C1907,Retail_Customer_1907,Retail,Bronze,2024-01-08,2024-01-08,1736.7,1,1736.7,Retail Store,Asia Pacific,Singapore
C1908,Retail_Customer_1908,Retail,Silver,2022-04-30,2024-03-21,5984.8,5,1196.96,Distributor,Europe,Germany
C1909,Retail_Customer_1909,Retail,Silver,2022-11-08,2024-10-22,6643.33,6,1107.22,Online,North America,Canada
C1910,Retail_Customer_1910,Retail,Bronze,2022-05-20,2023-06-04,2770.57,4,692.64,Online,North America,Mexico
C1911,Retail_Customer_1911,Retail,Bronze,2022-10-13,2024-11-12,1369.29,4,342.32,Retail Store,Europe,France
C1912,SMB_Customer_1912,SMB,Bronze,2022-07-10,2024-11-14,525.86,2,262.93,Distributor,Europe,France
C1913,Retail_Customer_1913,Retail,Bronze,2022-10-28,2024-06-22,4278.64,4,1069.66,Online,North America,Canada
C1914,SMB_Customer_1914,SMB,Bronze,2023-11-02,2023-11-02,334.14,1,334.14,Retail Store,North America,Canada
C1915,SMB_Customer_1915,SMB,Bronze,2024-06-30,2024-08-28,1158.72,2,579.36,Corporate,North America,Mexico
C1916,SMB_Customer_1916,SMB,Silver,2024-02-03,2024-12-10,5470.57,5,1094.11,Corporate,North America,Canada
C1917,Enterprise_Customer_1917,Enterprise,Bronze,2022-07-07,2023-07-14,4633.86,3,1544.62,Online,Asia Pacific,Japan
C1918,SMB_Customer_1918,SMB,Bronze,2022-12-10,2024-08-11,513.4,3,171.13,Distributor,Asia Pacific,China
C1919,SMB_Customer_1919,SMB,Bronze,2022-10-22,2024-06-10,150.95,2,75.47,Online,Europe,Italy
C1920,Government_Customer_1920,Government,Bronze,2024-02-04,2024-02-04,62.53,1,62.53,Online,Europe,France
C1921,Enterprise_Customer_1921,Enterprise,Bronze,2023-04-07,2024-03-20,545.59,4,136.4,Retail Store,North America,Canada
C1922,Retail_Customer_1922,Retail,Bronze,2023-08-25,2024-02-29,788.56,3,262.85,Online,Asia Pacific,Germany
C1923,Retail_Customer_1923,Retail,Bronze,2023-04-10,2024-02-22,884.75,3,294.92,Corporate,Asia Pacific,China
C1924,Retail_Customer_1924,Retail,Bronze,2023-03-29,2024-03-15,3406.29,2,1703.14,Online,Asia Pacific,Canada
C1925,Enterprise_Customer_1925,Enterprise,Bronze,2023-08-20,2023-09-13,2959.62,2,1479.81,Online,Asia Pacific,Italy
C1926,Retail_Customer_1926,Retail,Silver,2022-09-01,2024-05-02,5425.84,2,2712.92,Distributor,Europe,Canada
C1927,Government_Customer_1927,Government,Bronze,2022-02-15,2023-12-20,2737.95,6,456.32,Distributor,Europe,USA
C1928,Retail_Customer_1928,Retail,Bronze,2022-06-27,2022-06-27,2760.54,1,2760.54,Retail Store,Europe,Spain
C1929,Enterprise_Customer_1929,Enterprise,Bronze,2023-10-18,2024-04-20,518.14,2,259.07,Corporate,Europe,France
C1930,Retail_Customer_1930,Retail,Bronze,2022-05-28,2024-03-05,1432.74,2,716.37,Corporate,Asia Pacific,France
C1931,SMB_Customer_1931,SMB,Bronze,2022-06-12,2024-09-22,1880.94,4,470.24,Online,Asia Pacific,Canada
C1932,Enterprise_Customer_1932,Enterprise,Bronze,2024-01-10,2024-12-17,1062.46,5,212.49,Retail Store,Europe,Canada
C1933,Retail_Customer_1933,Retail,Silver,2022-01-31,2024-05-07,7206.32,5,1441.26,Online,North America,Canada
C1934,Retail_Customer_1934,Retail,Bronze,2022-08-12,2024-05-20,3564.14,5,712.83,Corporate,Asia Pacific,Australia
C1935,SMB_Customer_1935,SMB,Bronze,2022-01-23,2024-10-07,589.95,2,294.98,Online,Asia Pacific,China
C1936,Retail_Customer_1936,Retail,Bronze,2022-04-04,2024-03-02,2935.39,5,587.08,Retail Store,North America,Canada
C1937,Retail_Customer_1937,Retail,Bronze,2022-08-16,2024-09-05,1491.29,2,745.64,Corporate,Asia Pacific,China
C1938,Retail_Customer_1938,Retail,Bronze,2022-05-03,2023-01-03,4044.78,2,2022.39,Corporate,Asia Pacific,Australia
C1939,SMB_Customer_1939,SMB,Bronze,2023-02-02,2023-05-10,411.92,2,205.96,Online,Europe,France
C1940,Retail_Customer_1940,Retail,Bronze,2022-03-23,2024-12-20,749.67,3,249.89,Distributor,North America,Canada
C1941,Retail_Customer_1941,Retail,Bronze,2022-10-09,2023-04-12,122.78,2,61.39,Online,Europe,UK
C1942,Enterprise_Customer_1942,Enterprise,Bronze,2023-04-05,2024-01-09,1710.64,3,570.21,Online,Asia Pacific,Australia
C1943,Enterprise_Customer_1943,Enterprise,Bronze,2022-07-06,2023-08-28,319.91,2,159.96,Online,North America,Mexico
C1944,Retail_Customer_1944,Retail,Bronze,2023-08-20,2024-04-23,279.24,2,139.62,Online,Europe,Germany
C1945,Retail_Customer_1945,Retail,Bronze,2022-12-26,2024-06-08,763.33,4,190.83,Retail Store,North America,Canada
C1946,Retail_Customer_1946,Retail,Bronze,2023-02-12,2024-05-26,2474.95,2,1237.47,Corporate,North America,Canada
C1947,SMB_Customer_1947,SMB,Silver,2022-05-03,2024-01-16,6271.23,3,2090.41,Retail Store,North America,Mexico
C1948,Retail_Customer_1948,Retail,Silver,2022-09-15,2024-11-27,6348.09,7,906.87,Online,Asia Pacific,Japan
C1949,Retail_Customer_1949,Retail,Silver,2022-11-24,2024-10-18,9678.34,5,1935.67,Online,Europe,Canada
C1950,SMB_Customer_1950,SMB,Bronze,2022-06-17,2023-12-30,2022.32,4,505.58,Online,North America,Canada
C1951,Retail_Customer_1951,Retail,Bronze,2022-09-29,2024-07-23,2285.99,4,571.5,Online,North America,Australia
C1952,Retail_Customer_1952,Retail,Bronze,2023-03-31,2024-09-09,1336.84,5,267.37,Online,North America,USA
C1953,SMB_Customer_1953,SMB,Silver,2024-01-17,2024-10-17,8562.78,3,2854.26,Corporate,North America,Canada
C1954,Enterprise_Customer_1954,Enterprise,Bronze,2022-07-27,2024-11-25,1179.57,4,294.89,Corporate,North America,Canada
C1955,Government_Customer_1955,Government,Bronze,2023-11-18,2024-04-18,3981.01,3,1327.0,Corporate,North America,Canada
C1956,Enterprise_Customer_1956,Enterprise,Bronze,2022-12-27,2023-11-27,920.01,4,230.0,Corporate,North America,Canada
C1957,Retail_Customer_1957,Retail,Bronze,2022-01-01,2023-12-12,2231.06,5,446.21,Retail Store,North America,USA
C1958,SMB_Customer_1958,SMB,Bronze,2022-04-27,2023-04-18,493.14,3,164.38,Online,Europe,Spain
C1959,Retail_Customer_1959,Retail,Bronze,2022-02-08,2024-09-15,3918.11,6,653.02,Online,North America,Canada
C1960,Government_Customer_1960,Government,Bronze,2023-09-23,2024-06-12,2679.02,4,669.76,Online,North America,Mexico
C1961,Retail_Customer_1961,Retail,Bronze,2022-05-21,2023-05-11,1064.77,5,212.95,Online,North America,USA
C1962,SMB_Customer_1962,SMB,Bronze,2024-08-13,2024-10-02,291.03,2,145.51,Online,Europe,Canada
C1963,Retail_Customer_1963,Retail,Bronze,2024-09-08,2024-09-08,1763.34,1,1763.34,Online,North America,Canada
C1964,Retail_Customer_1964,Retail,Bronze,2023-02-08,2024-12-03,3926.89,5,785.38,Corporate,North America,USA
C1965,Enterprise_Customer_1965,Enterprise,Bronze,2022-04-15,2024-11-02,3165.84,4,791.46,Online,Europe,France
C1966,Enterprise_Customer_1966,Enterprise,Bronze,2022-07-10,2024-09-17,2178.11,4,544.53,Online,Europe,France
C1967,Enterprise_Customer_1967,Enterprise,Bronze,2023-03-06,2024-11-08,2247.8,3,749.27,Corporate,Europe,Italy
C1968,SMB_Customer_1968,SMB,Bronze,2023-01-11,2024-07-30,191.04,2,95.52,Online,Asia Pacific,Singapore
C1969,Retail_Customer_1969,Retail,Silver,2022-06-15,2024-11-08,5151.09,3,1717.03,Corporate,North America,Mexico
C1970,Retail_Customer_1970,Retail,Bronze,2022-05-31,2023-03-25,157.1,2,78.55,Online,Asia Pacific,Australia
C1971,Retail_Customer_1971,Retail,Silver,2023-01-15,2024-06-13,8368.07,4,2092.02,Distributor,North America,USA
C1972,Enterprise_Customer_1972,Enterprise,Bronze,2022-08-24,2024-09-23,696.18,3,232.06,Online,Asia Pacific,China
C1973,Retail_Customer_1973,Retail,Silver,2022-02-25,2024-07-06,10000.88,9,1111.21,Online,North America,Mexico
C1974,Enterprise_Customer_1974,Enterprise,Bronze,2022-09-25,2024-01-02,525.61,2,262.8,Online,Europe,Mexico
C1975,Retail_Customer_1975,Retail,Bronze,2022-09-21,2023-08-06,657.8,3,219.27,Corporate,North America,USA
C1976,SMB_Customer_1976,SMB,Bronze,2022-01-23,2023-10-27,2241.36,5,448.27,Online,North America,Spain
C1977,SMB_Customer_1977,SMB,Bronze,2022-01-20,2024-04-17,4564.87,5,912.97,Retail Store,Europe,Canada
C1978,Enterprise_Customer_1978,Enterprise,Bronze,2022-10-12,2024-08-06,1587.59,3,529.2,Retail Store,North America,Mexico
C1979,SMB_Customer_1979,SMB,Bronze,2022-06-08,2024-10-19,2258.4,5,451.68,Corporate,North America,Canada
C1980,Retail_Customer_1980,Retail,Bronze,2022-12-03,2022-12-03,158.46,1,158.46,Online,Asia Pacific,China
C1981,SMB_Customer_1981,SMB,Bronze,2023-11-22,2023-11-22,2538.54,1,2538.54,Retail Store,North America,Canada
C1982,Retail_Customer_1982,Retail,Silver,2022-05-12,2024-11-04,8919.92,6,1486.65,Corporate,Asia Pacific,Japan
C1983,SMB_Customer_1983,SMB,Bronze,2022-01-29,2024-08-07,1426.13,4,356.53,Online,Asia Pacific,Australia
C1984,Enterprise_Customer_1984,Enterprise,Silver,2023-06-05,2024-03-06,5479.22,5,1095.84,Online,North America,USA
C1985,Enterprise_Customer_1985,Enterprise,Bronze,2023-09-20,2023-09-20,2360.34,1,2360.34,Retail Store,Europe,UK
C1986,Retail_Customer_1986,Retail,Silver,2023-04-26,2024-12-20,6075.63,2,3037.82,Online,Asia Pacific,Canada
C1987,Enterprise_Customer_1987,Enterprise,Silver,2022-01-12,2024-11-08,6475.98,4,1619.0,Retail Store,Europe,France
C1988,SMB_Customer_1988,SMB,Silver,2022-05-29,2022-09-06,11646.52,3,3882.17,Corporate,Asia Pacific,Japan
C1989,SMB_Customer_1989,SMB,Silver,2022-07-08,2024-11-11,6510.1,5,1302.02,Online,North America,Australia
C1990,Retail_Customer_1990,Retail,Bronze,2022-01-10,2023-06-24,1170.42,4,292.6,Online,Europe,Canada
C1991,Enterprise_Customer_1991,Enterprise,Bronze,2022-05-18,2024-09-05,1437.37,6,239.56,Online,North America,Mexico
C1992,Enterprise_Customer_1992,Enterprise,Bronze,2022-01-24,2023-12-29,4635.72,3,1545.24,Online,North America,Mexico
C1993,SMB_Customer_1993,SMB,Bronze,2022-02-24,2023-11-29,430.86,2,215.43,Online,Europe,Italy
C1994,Government_Customer_1994,Government,Bronze,2023-09-07,2024-06-05,4476.78,3,1492.26,Online,Europe,China
C1995,Enterprise_Customer_1995,Enterprise,Bronze,2022-07-25,2022-07-25,106.23,1,106.23,Online,North America,USA
C1996,Retail_Customer_1996,Retail,Bronze,2023-09-30,2024-09-16,622.63,2,311.32,Online,Asia Pacific,Australia
C1997,SMB_Customer_1997,SMB,Bronze,2023-01-05,2024-09-03,1568.91,4,392.23,Online,North America,Canada
C1998,SMB_Customer_1998,SMB,Bronze,2022-03-13,2024-12-05,892.72,4,223.18,Online,Asia Pacific,Singapore
C1999,Enterprise_Customer_1999,Enterprise,Silver,2022-01-05,2024-06-28,5968.07,3,1989.36,Retail Store,North America,Canada
